Overall	Text
0	just quit my job to focus on trading and data science. low key feeling some pressure but i think this is the best risk i'll take my whole life.
1	have you looked into the data analytics route yet? or data science? i am just delving into that and feeling much more encouraged about my prospects in this world
0	i'm matt, i have recently started my career pivoted toward data science but am feeling a lack of training and support in my current team. curious if more robust training is common despite it being a relatively new(ish) field
-2	i'm starting with data science and feeling overwhelmed data science
1	if you're feeling stuck learning a new data science concept, follow advice: write about it! (it could help your job prospects, too.)
1	if you're feeling stuck learning a new data science concept, follow advice: write about it! (it could help your job prospects, too.)
1	if you're feeling stuck learning a new data science concept, follow advice: write about it! (it could help your job prospects, too.)
1	if you're feeling stuck learning a new data science concept, follow advice: write about it! (it could help your job prospects, too.)
2	key highlights of wids pimpri chinchwad wids great talk by on data science in voice emotion detection
2	key highlights of wids pimpri chinchwad wids great talk by on data science in voice emotion detection
0	part of our data science team's latest project is now up - can dense net learn to understand human emotion using azure machine learning? artificial intelligence machine learning azure ml
0	part of our data science team's latest project is now up - can dense net learn to understand human emotion using azure machine learning? a i artificial intelligence azure ml
0	part of our data science team's latest project is now up - can dense net learn to understand human emotion using azure machine learning? artificial intelligence machine learning azure ml
0	part of our data science team's latest project is now up - can dense net learn to understand human emotion using azure machine learning? a i artificial intelligence azure ml
0	part of our data science team's latest project is now up - can dense net learn to understand human emotion using azure machine learning? artificial intelligence machine learning azure ml
0	part of our data science team's latest project is now up - can dense net learn to understand human emotion using azure machine learning? artificial intelligence machine learning azure ml
0	part of our data science team's latest project is now up - can dense net learn to understand human emotion using azure machine learning? a i artificial intelligence azure ml
0	part of our data science team's latest project is now up - can dense net learn to understand human emotion using azure machine learning? artificial intelligence machine learning azure ml
0	days of code i worked on classifying emotion based off texts . just found out it differs from sentiment analysis. hopefully i do an update on everything i've learnt during this journey on my data science blog. you can read the few post i've done here:
0	days of code i worked on classifying emotion based off texts . just found out it differs from sentiment analysis. hopefully i do an update on everything i've learnt during this journey on my data science blog. you can read the few post i've done here:
1	this book has been able to tie together the data, science, historical context, and emotion of this topic in such an impressive way. always a plus when it’s available on
1	this book has been able to tie together the data, science, historical context, and emotion of this topic in such an impressive way. always a plus when it’s available on
-1	several people have asked me to share my thoughts on learning and progressing in data science. my advice basically boils down to "challenge and test things, tinker with everything, and focus on building and creating". thread
0	what are your thoughts on mls program in data science? is it worth paying $, for?
0	thoughts on this program? data science harvard extension python
2	does anyone have any suggestions for a masters degree in data science? i wasn't successful in my application to i'm now considering and for their programs. thoughts?
-1	several people have asked me to share my thoughts on learning and progressing in data science. my advice basically boils down to "challenge and test things, tinker with everything, and focus on building and creating". thread
-1	several people have asked me to share my thoughts on learning and progressing in data science. my advice basically boils down to "challenge and test things, tinker with everything, and focus on building and creating". thread
0	thinking_face how many of you have seen goodhart's law in action while doing a data science project? let us know in the comments below. data science goodhart law thoughts
3	feel free to comment, we did love to hear your thoughts! which of these do you think is most emerging in the domain of data science? data science a i ml poll time ds dojo
3	feel free to comment, we did love to hear your thoughts! which of these do you think is most emerging in the domain of data science? data science a i ml poll time ds dojo
0	thoughts on this program? data science harvard extension python
0	thoughts on this program? data science harvard extension python
1	to lidar or not to lidar - thoughts? lidar vs. camera — which is the best for self-driving cars? link: technology data science machine learning ml artificial intelligence a i d autonomous tesla way mo self driving cars lidar
1	to lidar or not to lidar - thoughts? lidar vs. camera — which is the best for self-driving cars? link: technology data science machine learning ml artificial intelligence a i d autonomous tesla way mo self driving cars lidar
1	to lidar or not to lidar - thoughts? lidar vs. camera — which is the best for self-driving cars? link: technology data science machine learning ml artificial intelligence a i d autonomous tesla way mo self driving cars lidar
1	to lidar or not to lidar - thoughts? lidar vs. camera — which is the best for self-driving cars? link: technology data science machine learning ml artificial intelligence a i d autonomous tesla way mo self driving cars lidar
1	to lidar or not to lidar - thoughts? lidar vs. camera — which is the best for self-driving cars? link: technology data science machine learning ml artificial intelligence a i d autonomous tesla way mo self driving cars lidar
1	to lidar or not to lidar - thoughts? lidar vs. camera — which is the best for self-driving cars? link: technology data science machine learning ml artificial intelligence a i d autonomous tesla way mo self driving cars lidar
1	to lidar or not to lidar - thoughts? lidar vs. camera — which is the best for self-driving cars? link: technology data science machine learning ml artificial intelligence a i d autonomous tesla way mo self driving cars lidar
1	to lidar or not to lidar - thoughts? lidar vs. camera — which is the best for self-driving cars? link: technology data science machine learning ml artificial intelligence a i d autonomous tesla way mo self driving cars lidar
1	to lidar or not to lidar - thoughts? lidar vs. camera — which is the best for self-driving cars? link: technology data science machine learning ml artificial intelligence a i d autonomous tesla way mo self driving cars lidar
1	to lidar or not to lidar - thoughts? lidar vs. camera — which is the best for self-driving cars? link: technology data science machine learning ml artificial intelligence a i d autonomous tesla way mo self driving cars lidar
1	to lidar or not to lidar - thoughts? lidar vs. camera — which is the best for self-driving cars? link: technology data science machine learning ml artificial intelligence a i d autonomous tesla way mo self driving cars lidar
1	to lidar or not to lidar - thoughts? lidar vs. camera — which is the best for self-driving cars? link: technology data science machine learning ml artificial intelligence a i d autonomous tesla way mo self driving cars lidar
1	to lidar or not to lidar - thoughts? lidar vs. camera — which is the best for self-driving cars? link: technology data science machine learning ml artificial intelligence a i d autonomous tesla way mo self driving cars lidar
1	to lidar or not to lidar - thoughts? lidar vs. camera — which is the best for self-driving cars? link: technology data science machine learning ml artificial intelligence a i d autonomous tesla way mo self driving cars lidar
1	to lidar or not to lidar - thoughts? lidar vs. camera — which is the best for self-driving cars? link: technology data science machine learning ml artificial intelligence a i d autonomous tesla way mo self driving cars lidar
1	we are more than proud to be a women-led data science company but we know we are in the minority and are keen to change that. what are your thoughts on how to promote diversity in data science and tech? data science edge analytics women in stem
1	we are more than proud to be a women-led data science company but we know we are in the minority and are keen to change that. what are your thoughts on how to promote diversity in data science and tech? data science edge analytics women in stem
1	we are more than proud to be a women-led data science company but we know we are in the minority and are keen to change that. what are your thoughts on how to promote diversity in data science and tech? data science edge analytics women in stem
1	what is data science really about? is it the data, the algorithms, or something else? thinking_face read thoughts on a way to better understand the true meaning of data science. via
1	we are more than proud to be a women-led data science company but we know we are in the minority and are keen to change that. what are your thoughts on how to promote diversity in data science and tech? data science edge analytics women in stem
1	we are more than proud to be a women-led data science company but we know we are in the minority and are keen to change that. what are your thoughts on how to promote diversity in data science and tech? data science edge analytics women in stem
3	finally, please dm me if you have thoughts and ideas about developing inclusive, interdisciplinary intro data science curricula (especially outside the "traditional" classroom/lecture hall). i'd love to chat! /
1	what is data science really about? is it the data, the algorithms, or something else? thinking_face read thoughts on a way to better understand the true meaning of data science. via
0	thoughts: ca karna chahiye... phd karna chahiye... data science... it/web development/app development... stock trading... travel vlog... world tour... guitar/drums/dj... you tuber banna chahiye.... bollywood me juga ad chah iye tha... cricketer hot a to...
0	would also be interesting if you give a general overview on your thoughts about the differences between data science, statistics, machine learning and ai. or if you think the difference between these terms is meaningless and marketing-driven.
0	thinking_face how many of you have seen goodhart's law in action while doing a data science project? let us know in the comments below. data science goodhart law thoughts
2	i finally finished my first article for the machine learning mlb projections i built in march. check out the hitting piece: experts - i would love to get your thoughts on my work: mlb data science
0	thoughts on consultant development programmes to get into the data science field? data science
0	thinking_face how many of you have seen goodhart's law in action while doing a data science project? let us know in the comments below. data science goodhart law thoughts
2	i finally finished my first article for the machine learning mlb projections i built in march. check out the hitting piece: experts - i would love to get your thoughts on my work: mlb data science
1	very happy to publish my first article with ! the smartest individual contributors are always skeptical of becoming managers, below i’m sharing my thoughts on how managers should use their technical skills to help data science teams!
2	i finally finished my first article for the machine learning mlb projections i built in march. check out the hitting piece: experts - i would love to get your thoughts on my work: mlb data science
0	"i refused to accept my negative thoughts.�? don't miss our latest author spotlight with where she discusses her career path as a data science consultant and the benefits of data blogging for one's professional growth.
1	this blew up! i stand by everything i said in-thread about the benefits of removing "tracking," but i have a couple more thoughts about the data science aspect of this proposal.
0	"i refused to accept my negative thoughts.�? don't miss our latest author spotlight with where she discusses her career path as a data science consultant and the benefits of data blogging for one's professional growth.
0	"i refused to accept my negative thoughts.�? don't miss our latest author spotlight with where she discusses her career path as a data science consultant and the benefits of data blogging for one's professional growth.
1	hi folks :) i am an editor &amp; project manager at india's largest data science platform i tweet thoughts, write jokes, learn finance and read about startups looking to connect with people from various walks of life and share perspectives on any topic under the sky
0	thoughts on consultant development programmes to get into the data science field? data science
1	probably unpopular opinion, but i think it’s great. basic stats and data science is probably more broadly relevant than calculus these days. plus it sounds refreshing, and if done well, it will make school much more fun and help with data literacy :)
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
1	experts opinion: + best ai, machinelearning, data science and big data quotes. python analytics a i iot ii ot r stats c cpp java tensor flow javascript react js serverless data scientist linux programming coding days of code
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
1	"it’s time to face facts. building data science products is a risky affair. few ideas gain traction and those that do are short-lived." ryan howard looks at the principles underpinning mrx's most successful data science innovations
0	data science needs input from women cybersecurity
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	check out the aap or mini-conference on data collection, measurement, and public opinion during a pandemic-- happening now, a live session on using data science methods to understand the pandemic
1	"it’s time to face facts. building data science products is a risky affair. few ideas gain traction and those that do are short-lived." ryan howard looks at the principles underpinning mrx's most successful data science innovations
2	what are some of the principles underpinning market research’s most successful data science innovations? mrx
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
-2	india fights corona | opinion | "industry should start working on ai, mm, data science seriously for aatmanirbharbharat." ~
2	while big data is extremely powerful in complex classifications and categorizations, small and purposeful data is all about finding the greatest and most needed “why?�?, writes director of research, anahit tevosyan. valid at a digital
2	while big data is extremely powerful in complex classifications and categorizations, small and purposeful data is all about finding the greatest and most needed “why?�?, writes director of research, anahit tevosyan. valid at a digital
2	while big data is extremely powerful in complex classifications and categorizations, small and purposeful data is all about finding the greatest and most needed “why?�?, writes director of research, anahit tevosyan. valid at a digital
2	while big data is extremely powerful in complex classifications and categorizations, small and purposeful data is all about finding the greatest and most needed “why?�?, writes director of research, anahit tevosyan. valid at a digital
0	what does it take to create innovation? according to this article, there are typically four patterns to data science and market research innovation. read more: mrx data science innovation
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women cybersecurity
0	data science needs input from women cybersecurity
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
-2	india fights corona | opinion | "industry should start working on ai, mm, data science seriously for aatmanirbharbharat." ~
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
1	is a phd helpful for a data science career? data scientists
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
-2	india fights corona | opinion | "industry should start working on ai, mm, data science seriously for aatmanirbharbharat." ~
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
1	probably unpopular opinion, but i think it’s great. basic stats and data science is probably more broadly relevant than calculus these days. plus it sounds refreshing, and if done well, it will make school much more fun and help with data literacy :)
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
-2	india fights corona | opinion | "industry should start working on ai, mm, data science seriously for aatmanirbharbharat." ~
0	"if students routinely consider the possibility that their answer might not be correct, they are already streets ahead of many professional data scientists." data science stem controversial opinion in raising heretics? sign up for more :)
0	"if students routinely consider the possibility that their answer might not be correct, they are already streets ahead of many professional data scientists." data science stem controversial opinion in raising heretics? sign up for more :)
0	"if students routinely consider the possibility that their answer might not be correct, they are already streets ahead of many professional data scientists." data science stem controversial opinion in raising heretics? sign up for more :)
0	"if students routinely consider the possibility that their answer might not be correct, they are already streets ahead of many professional data scientists." data science stem controversial opinion in raising heretics? sign up for more :)
0	"if students routinely consider the possibility that their answer might not be correct, they are already streets ahead of many professional data scientists." data science stem controversial opinion in raising heretics? sign up for more :)
0	"if students routinely consider the possibility that their answer might not be correct, they are already streets ahead of many professional data scientists." data science stem controversial opinion in raising heretics? sign up for more :)
0	rt the moment i realized data science certificates won’t push my career forward careers education opinion certificate artificial intelligence
1	opinion: is a phd helpful for a data science career? via ab dsc
1	is a phd helpful for a data science career? data scientists
0	and there are several new career options. a) data science and a i in medical research b) content development c) second opinion and tele-medicine d) preventive medicine e) writing medical books f) hospital and nursing home packages marketing. g) medical devices development
1	take my opinion w grain of salt as i'm still very new to data science hahaha and u know my relationship with biology lol
2	what are some of the principles underpinning market research’s most successful data science innovations? mrx
2	researchlive: what are some of the principles underpinning market research’s most successful data science innovations? mrx
0	and there are several new career options. a) data science and a i in medical research b) content development c) second opinion and tele-medicine d) preventive medicine e) writing medical books f) hospital and nursing home packages marketing. g) medical devices development
0	and there are several new career options. a) data science and a i in medical research b) content development c) second opinion and tele-medicine d) preventive medicine e) writing medical books f) hospital and nursing home packages marketing. g) medical devices development
0	and there are several new career options. a) data science and a i in medical research b) content development c) second opinion and tele-medicine d) preventive medicine e) writing medical books f) hospital and nursing home packages marketing. g) medical devices development
-2	india fights corona | opinion | "industry should start working on ai, mm, data science seriously for aatmanirbharbharat." ~
-2	india fights corona | opinion | "industry should start working on ai, mm, data science seriously for aatmanirbharbharat." ~
-2	india fights corona | opinion | "industry should start working on ai, mm, data science seriously for aatmanirbharbharat." ~
-2	india fights corona | opinion | "industry should start working on ai, mm, data science seriously for aatmanirbharbharat." ~
-2	india fights corona | opinion | "industry should start working on ai, mm, data science seriously for aatmanirbharbharat." ~
-2	india fights corona | opinion | "industry should start working on ai, mm, data science seriously for aatmanirbharbharat." ~
-2	india fights corona | opinion | "industry should start working on ai, mm, data science seriously for aatmanirbharbharat." ~
-2	india fights corona | opinion | "industry should start working on ai, mm, data science seriously for aatmanirbharbharat." ~
-2	india fights corona | opinion | "industry should start working on ai, mm, data science seriously for aatmanirbharbharat." ~
1	experts opinion: + best ai, machine learning, data science and big data quotes artificial intelligence data science machine learning deep learning
-1	the troubling thing about data is that, if you're black, it's likely to contain lies about you. this piece gets at the heart of something that so much alarmed me when i first got into the field, surrounded by people calling these lies "ground truth".
1	experts opinion: + best ai, machine learning, data science and big data quotes artificial intelligence data science machine learning deep learning
1	experts opinion: + best ai, machine learning, data science and big data quotes artificial intelligence data science machine learning deep learning
0	data in context - gw prime “it so happens that geography is the most established “context discipline�?. it does not come as a surprise, then, that spatial data science is increasingly recognized as a leading contributor to evidence-based decisions. “
-1	the troubling thing about data is that, if you're black, it's likely to contain lies about you. this piece gets at the heart of something that so much alarmed me when i first got into the field, surrounded by people calling these lies "ground truth".
1	our next brainstorm talk will discuss data and data science in our daily lives. join us at if you want to share your opinion on the topic. in partnership with full article at see you there! together for an informed society
1	probably unpopular opinion, but i think it’s great. basic stats and data science is probably more broadly relevant than calculus these days. plus it sounds refreshing, and if done well, it will make school much more fun and help with data literacy :)
-1	the troubling thing about data is that, if you're black, it's likely to contain lies about you. this piece gets at the heart of something that so much alarmed me when i first got into the field, surrounded by people calling these lies "ground truth".
1	probably unpopular opinion, but i think it’s great. basic stats and data science is probably more broadly relevant than calculus these days. plus it sounds refreshing, and if done well, it will make school much more fun and help with data literacy :)
1	our next brainstorm talk will discuss data and data science in our daily lives. join us at if you want to share your opinion on the topic. in partnership with full article at see you there! together for an informed society
-1	conventional economic wisdom? without data , science or verified sources? that's a highly objectionable opinion richard schrag ger
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
0	data science needs input from women machine learning a i days of code dev community iot flutter python javascript serverless deep learning cybersecurity data science business innovation tech startup robotics data data analytics women in tech
1	probably unpopular opinion, but i think it’s great. basic stats and data science is probably more broadly relevant than calculus these days. plus it sounds refreshing, and if done well, it will make school much more fun and help with data literacy :)
1	probably unpopular opinion, but i think it’s great. basic stats and data science is probably more broadly relevant than calculus these days. plus it sounds refreshing, and if done well, it will make school much more fun and help with data literacy :)
0	surely some of our data science/cs followers have an opinion here?
1	probably unpopular opinion, but i think it’s great. basic stats and data science is probably more broadly relevant than calculus these days. plus it sounds refreshing, and if done well, it will make school much more fun and help with data literacy :)
1	probably unpopular opinion, but i think it’s great. basic stats and data science is probably more broadly relevant than calculus these days. plus it sounds refreshing, and if done well, it will make school much more fun and help with data literacy :)
2	job alert my great colleague prof. ( hires a phd researcher in social data science with a strong interest in innovative quantitative data-analysis (e.g., social media data) to study public opinion. more info:
0	and this one
1	experts opinion: + best ai, machinelearning, data science and big data quotes. python analytics a i iot ii ot r stats c cpp java tensor flow javascript react js serverless data scientist linux programming coding days of code
1	experts opinion: + best ai, machine learning, data science and big data quotes artificial intelligence data science machine learning deep learning
-1	pods seminar: thursday / ., reports on reporting public opinion: how the media turns boring polls into biased news.
1	data in context: the value relationship of data science with geography -
1	unpopular data science opinion: i enjoy cleaning and eda much more than making models
-1	the troubling thing about data is that, if you're black, it's likely to contain lies about you. this piece gets at the heart of something that so much alarmed me when i first got into the field, surrounded by people calling these lies "ground truth".
2	you don't need to know anything about data science to apply! that's the whole idea: we teach you things. we pride ourselves on fostering a collaborative, inclusive, fun learning environment, so if you are feeling curious but unsure: just apply!
2	you don't need to know anything about data science to apply! that's the whole idea: we teach you things. we pride ourselves on fostering a collaborative, inclusive, fun learning environment, so if you are feeling curious but unsure: just apply!
2	we are in a pandemic. testing is a public health measure not a personal choice. how can you measure success if we dont test? how do we contain ou breaks if we don't test? no data/science, just feeling good about things?
2	you don't need to know anything about data science to apply! that's the whole idea: we teach you things. we pride ourselves on fostering a collaborative, inclusive, fun learning environment, so if you are feeling curious but unsure: just apply!
2	we are in a pandemic. testing is a public health measure not a personal choice. how can you measure success if we dont test? how do we contain ou breaks if we don't test? no data/science, just feeling good about things?
2	you don't need to know anything about data science to apply! that's the whole idea: we teach you things. we pride ourselves on fostering a collaborative, inclusive, fun learning environment, so if you are feeling curious but unsure: just apply!
2	you don't need to know anything about data science to apply! that's the whole idea: we teach you things. we pride ourselves on fostering a collaborative, inclusive, fun learning environment, so if you are feeling curious but unsure: just apply!
2	you don't need to know anything about data science to apply! that's the whole idea: we teach you things. we pride ourselves on fostering a collaborative, inclusive, fun learning environment, so if you are feeling curious but unsure: just apply!
3	back on campus party_popper! wonderful feeling to give a ‘real life’ lecture and to meet students in this amazing lecture room! great start of our data science for health course
3	back on campus party_popper! wonderful feeling to give a ‘real life’ lecture and to meet students in this amazing lecture room! great start of our data science for health course
0	just quit my job to focus on trading and data science. low key feeling some pressure but i think this is the best risk i'll take my whole life.
1	have you looked into the data analytics route yet? or data science? i am just delving into that and feeling much more encouraged about my prospects in this world
0	i'm matt, i have recently started my career pivoted toward data science but am feeling a lack of training and support in my current team. curious if more robust training is common despite it being a relatively new(ish) field
-2	i'm starting with data science and feeling overwhelmed data science
1	if you're feeling stuck learning a new data science concept, follow advice: write about it! (it could help your job prospects, too.)
1	if you're feeling stuck learning a new data science concept, follow advice: write about it! (it could help your job prospects, too.)
1	if you're feeling stuck learning a new data science concept, follow advice: write about it! (it could help your job prospects, too.)
1	if you're feeling stuck learning a new data science concept, follow advice: write about it! (it could help your job prospects, too.)
1	hey data fam ! i know some of us occasionally provide teaching. that's the tricky challenge i face when coaching aspiring civil servants into data science. the academy in bastia sends me all their feedback, with obviously mixed feelings. check it out
0	when i was on a data science team i did this a number of times. data scientist was writing code next to me, i'd write up some tests, take notes, give feedback, and assist when they'd run into "how should i express this", sometimes spinning out to write a function/class to help.
3	our women in data science events were super popular and had amazing feedback. delighted to see them spotlighted!
2	thanks to for doing a spotlight case study on our women in data science events! organised with &amp; feedback said the event was 'brilliant', 'empowering' &amp; that their confidence has 'massively improved' read more:
3	our women in data science events were super popular and had amazing feedback. delighted to see them spotlighted!
2	thanks to for doing a spotlight case study on our women in data science events! organised with &amp; feedback said the event was 'brilliant', 'empowering' &amp; that their confidence has 'massively improved' read more:
2	thanks to for doing a spotlight case study on our women in data science events! organised with &amp; feedback said the event was 'brilliant', 'empowering' &amp; that their confidence has 'massively improved' read more:
1	one of attendees older seasoned integrated chip designer was offering feedback made aside that it's good to see people designing things and data science while valuable relies on data coming from somewhere, it doesn't appear by magic. i laughed. need people researching and making.
1	a legion ai/ml industry survey - if you have business or technical responsibility for ai/ml projects - data science, ml ops, product management, business leadership, etc. please share your feedback and in return gain insight from your peers.
0	from my perspective: science needs public data. science needs open debate about findings. science needs to be open to feedback and change course accordingly.
2	thanks to for doing a spotlight case study on our women in data science events! organised with &amp; feedback said the event was 'brilliant', 'empowering' &amp; that their confidence has 'massively improved' read more:
2	thanks to for doing a spotlight case study on our women in data science events! organised with &amp; feedback said the event was 'brilliant', 'empowering' &amp; that their confidence has 'massively improved' read more:
2	thanks to for doing a spotlight case study on our women in data science events! organised with &amp; feedback said the event was 'brilliant', 'empowering' &amp; that their confidence has 'massively improved' read more:
1	is there a community(twitter, discord,etc)of ppl learning and working to code crypto? i have background in python and data science. but i wanted to learn this now and is always great to receive feedback from peers or pros
1	is there a community(twitter, discord,etc)of ppl learning and working to code crypto? i have background in python and data science. but i wanted to learn this now and is always great to receive feedback from peers or pros
0	from my perspective: science needs public data. science needs open debate about findings. science needs to be open to feedback and change course accordingly.
0	from my perspective: science needs public data. science needs open debate about findings. science needs to be open to feedback and change course accordingly.
0	from my perspective: science needs public data. science needs open debate about findings. science needs to be open to feedback and change course accordingly.
0	from my perspective: science needs public data. science needs open debate about findings. science needs to be open to feedback and change course accordingly.
0	from my perspective: science needs public data. science needs open debate about findings. science needs to be open to feedback and change course accordingly.
0	from my perspective: science needs public data. science needs open debate about findings. science needs to be open to feedback and change course accordingly.
0	from my perspective: science needs public data. science needs open debate about findings. science needs to be open to feedback and change course accordingly.
